@RELATION minijanuary_15_09_20_18_56
@ATTRIBUTE avg_cn0_l1 NUMERIC
@ATTRIBUTE phi01l1 NUMERIC
@ATTRIBUTE phi03l1 NUMERIC
@ATTRIBUTE phi10l1 NUMERIC
@ATTRIBUTE phi30l1 NUMERIC
@ATTRIBUTE phi60l1 NUMERIC
@ATTRIBUTE avgccd_l1 NUMERIC
@ATTRIBUTE sigmaccd_l1 NUMERIC
@ATTRIBUTE tec_45 NUMERIC
@ATTRIBUTE dtec_6045 NUMERIC
@ATTRIBUTE tec_30 NUMERIC
@ATTRIBUTE dtec_4530 NUMERIC
@ATTRIBUTE tec_15 NUMERIC
@ATTRIBUTE dtec_3015 NUMERIC
@ATTRIBUTE tec NUMERIC
@ATTRIBUTE dtec_15tow NUMERIC
@ATTRIBUTE f2nd_tec_cn0 NUMERIC
@ATTRIBUTE si_l1 NUMERIC
@ATTRIBUTE numerator_si_l1 NUMERIC
@ATTRIBUTE p_l1 NUMERIC
@ATTRIBUTE avg_cn0_l2 NUMERIC
@ATTRIBUTE avgccd_l2c_e5a NUMERIC
@ATTRIBUTE sigmaccd_l2c_e5a NUMERIC
@ATTRIBUTE si_l2c_e5a NUMERIC
@ATTRIBUTE numerator_si_l2c_e5a NUMERIC
@ATTRIBUTE avg_cn0_l5_e5b NUMERIC
@ATTRIBUTE phi01_l5_e5b NUMERIC
@ATTRIBUTE phi03_l5_e5b NUMERIC
@ATTRIBUTE phi10_l5_e5b NUMERIC
@ATTRIBUTE phi30_l5_e5b NUMERIC
@ATTRIBUTE phi60_l5_e5b NUMERIC
@ATTRIBUTE avgccd_l5_e5b NUMERIC
@ATTRIBUTE sigmaccd_l5_e5b NUMERIC
@ATTRIBUTE si_l5_e5b NUMERIC
@ATTRIBUTE numerator_si_l5_e5b NUMERIC
@ATTRIBUTE p_l5_e5b NUMERIC
@ATTRIBUTE t_l1 NUMERIC
@ATTRIBUTE t_e5b NUMERIC
@ATTRIBUTE vphi60_l1 NUMERIC
@ATTRIBUTE vphi60_l5_e5b NUMERIC
@ATTRIBUTE vtec NUMERIC
@ATTRIBUTE s4 NUMERIC
@ATTRIBUTE class        {0.0}
@DATA
50.8,0.018,0.023,0.026,0.026,0.026,-20.475,0.09,68.458,0.073,68.41,0.057,68.934,0.059,69.676,0.067,41.7,0.012,1.378,1.97,45.7,-30.925,0.138,0.017,1.658,52.0,0.014,0.016,0.019,0.019,0.019,-38.283,0.041,0.006,0.706,1.84,5.1E-5,2.7E-5,0.02053784,0.015008421,43.475643,0.051,0.0
51.0,0.019,0.023,0.025,0.025,0.025,-20.423,0.062,71.733,0.057,72.618,0.063,73.322,0.067,74.055,0.064,42.0,0.01,1.16,1.99,46.2,-30.87,0.111,0.019,1.832,52.2,0.014,0.016,0.018,0.018,0.018,-38.088,0.081,0.007,0.745,1.86,5.1E-5,2.9E-5,0.019747922,0.014218504,46.208004,0.048,0.0
50.7,0.018,0.022,0.026,0.026,0.026,-20.214,0.092,73.332,0.058,71.79,0.072,72.304,0.068,73.865,0.076,42.0,0.012,1.411,1.83,46.3,-30.691,0.145,0.015,1.484,52.2,0.014,0.016,0.019,0.02,0.02,-37.926,0.026,0.006,0.698,1.89,4.8E-5,3.0E-5,0.018130837,0.013946797,35.91928,0.068,0.0
51.1,0.022,0.025,0.027,0.027,0.027,-20.204,0.082,73.218,0.08,73.103,0.077,72.294,0.075,71.609,0.079,42.0,0.014,1.583,2.01,46.3,-30.536,0.127,0.015,1.453,52.2,0.015,0.016,0.018,0.018,0.018,-37.753,0.074,0.006,0.656,1.87,1.01E-4,2.7E-5,0.018828176,0.012552117,34.82223,0.055,0.0
50.8,0.02,0.024,0.027,0.027,0.027,-19.987,0.094,70.352,0.084,72.818,0.078,73.446,0.077,74.893,0.072,42.2,0.013,1.5,1.89,46.6,-30.384,0.161,0.017,1.689,52.3,0.013,0.016,0.019,0.019,0.019,-37.447,0.151,0.008,0.894,1.89,6.0E-5,2.6E-5,0.026819328,0.018872859,73.89405,0.064,0.0
51.0,0.019,0.023,0.027,0.027,0.027,-20.02,0.085,76.511,0.085,76.074,0.081,75.141,0.094,72.37,0.072,42.2,0.012,1.401,1.95,46.2,-30.136,0.169,0.02,1.959,52.5,0.014,0.017,0.02,0.02,0.02,-37.111,0.077,0.006,0.679,1.91,5.0E-5,2.9E-5,0.026819328,0.019866168,71.40471,0.056,0.0
51.0,0.018,0.021,0.024,0.025,0.025,-19.79,0.089,69.286,0.092,70.428,0.089,70.143,0.086,71.39,0.09,41.9,0.009,1.092,1.92,45.7,-29.995,0.129,0.018,1.733,52.2,0.014,0.016,0.018,0.018,0.018,-36.978,0.036,0.008,0.856,1.86,4.5E-5,2.6E-5,0.02483271,0.017879551,70.437775,0.038,0.0
51.0,0.019,0.022,0.024,0.024,0.024,-19.679,0.102,69.143,0.087,72.256,0.076,72.608,0.077,72.389,0.081,41.9,0.012,1.431,1.99,45.9,-29.785,0.132,0.019,1.861,52.0,0.015,0.018,0.019,0.019,0.019,-36.83,0.065,0.006,0.704,1.88,5.5E-5,3.1E-5,0.020310856,0.016079426,51.84496,0.055,0.0
50.8,0.019,0.023,0.028,0.028,0.029,-19.596,0.089,72.723,0.079,73.341,0.081,73.646,0.075,72.523,0.078,42.1,0.012,1.372,2.0,46.0,-29.531,0.169,0.017,1.644,51.8,0.014,0.017,0.021,0.021,0.021,-36.771,0.042,0.007,0.796,1.85,5.5E-5,2.8E-5,0.024542283,0.017771998,51.94093,0.053,0.0
50.8,0.019,0.023,0.024,0.024,0.024,-19.39,0.09,73.408,0.085,73.227,0.079,73.884,0.084,73.446,0.085,42.3,0.016,1.815,2.05,46.2,-29.374,0.122,0.017,1.628,51.7,0.014,0.017,0.017,0.018,0.018,-36.723,0.037,0.007,0.821,1.84,5.7E-5,2.7E-5,0.015160692,0.011370518,29.30783,0.071,0.0
50.9,0.019,0.022,0.024,0.024,0.024,-19.404,0.09,76.635,0.084,75.464,0.075,75.607,0.096,77.178,0.09,42.4,0.01,1.186,2.05,46.3,-29.267,0.129,0.018,1.792,51.5,0.015,0.017,0.018,0.018,0.018,-36.68,0.075,0.006,0.692,1.85,5.3E-5,3.0E-5,0.015160692,0.011370518,30.797045,0.053,0.0
50.8,0.019,0.02,0.023,0.023,0.023,-19.248,0.074,77.454,0.086,75.759,0.084,78.33,0.091,76.588,0.086,42.3,0.011,1.229,1.99,46.6,-29.121,0.115,0.016,1.527,51.8,0.015,0.016,0.017,0.017,0.017,-36.341,0.112,0.009,1.009,1.78,4.6E-5,2.5E-5,0.022489822,0.016622912,73.227974,0.053,0.0
50.7,0.019,0.023,0.027,0.027,0.027,-19.156,0.093,76.055,0.085,74.331,0.101,73.808,0.092,71.961,0.09,42.0,0.012,1.363,2.06,46.0,-28.789,0.137,0.016,1.565,52.2,0.014,0.015,0.017,0.017,0.017,-35.893,0.135,0.007,0.805,1.83,5.7E-5,2.5E-5,0.026401095,0.016622912,68.80397,0.053,0.0
50.5,0.017,0.02,0.022,0.023,0.023,-18.948,0.081,71.428,0.108,72.313,0.098,72.294,0.107,71.59,0.103,41.3,0.012,1.328,1.95,45.8,-28.662,0.199,0.024,2.261,51.9,0.014,0.016,0.017,0.017,0.017,-35.645,0.047,0.008,0.875,1.89,4.3E-5,2.9E-5,0.02056822,0.015202598,57.251923,0.058,0.0
51.0,0.019,0.022,0.024,0.024,0.024,-18.912,0.067,70.809,0.098,72.656,0.109,74.341,0.101,73.351,0.102,41.5,0.008,0.934,2.04,45.6,-28.413,0.17,0.019,1.845,51.6,0.015,0.017,0.019,0.019,0.019,-35.504,0.092,0.007,0.79,1.89,4.8E-5,3.1E-5,0.02146249,0.016991137,58.66023,0.036,0.0
50.9,0.017,0.021,0.024,0.024,0.025,-18.721,0.093,74.55,0.102,73.713,0.106,73.532,0.111,76.683,0.115,41.6,0.011,1.296,2.01,45.8,-28.101,0.168,0.017,1.603,51.5,0.014,0.017,0.018,0.018,0.019,-35.361,0.05,0.008,0.885,1.87,4.5E-5,3.0E-5,0.014500322,0.011020244,25.797304,0.057,0.0
51.1,0.017,0.021,0.025,0.025,0.025,-18.693,0.073,75.969,0.123,77.168,0.118,78.139,0.122,80.215,0.121,42.0,0.01,1.179,2.03,46.0,-27.898,0.145,0.017,1.672,51.6,0.015,0.017,0.019,0.019,0.019,-35.184,0.056,0.007,0.762,1.88,5.0E-5,3.4E-5,0.014500322,0.011020244,26.98552,0.051,0.0
50.5,0.019,0.021,0.023,0.023,0.024,-18.425,0.124,77.673,0.134,78.939,0.126,78.254,0.119,78.568,0.127,41.8,0.01,1.102,2.02,46.3,-27.587,0.137,0.017,1.645,51.7,0.014,0.016,0.017,0.017,0.017,-34.988,0.088,0.007,0.756,1.88,4.9E-5,3.0E-5,0.022879357,0.016206212,71.40207,0.046,0.0
50.3,0.018,0.02,0.022,0.022,0.022,-18.172,0.088,78.206,0.126,79.501,0.136,80.291,0.118,81.014,0.133,42.1,0.011,1.24,1.97,46.5,-27.331,0.157,0.015,1.482,52.0,0.014,0.015,0.016,0.016,0.016,-34.547,0.159,0.007,0.798,1.83,4.6E-5,2.5E-5,0.020972744,0.015252905,73.62498,0.054,0.0
50.9,0.018,0.021,0.025,0.025,0.026,-18.165,0.07,81.842,0.119,80.481,0.124,78.358,0.128,79.225,0.123,42.3,0.009,1.08,2.02,46.2,-27.115,0.137,0.016,1.503,52.4,0.015,0.017,0.02,0.02,0.02,-34.026,0.147,0.007,0.77,1.86,4.8E-5,2.8E-5,0.024268635,0.01866818,69.02497,0.048,0.0
50.6,0.018,0.022,0.024,0.025,0.025,-17.934,0.14,77.93,0.117,75.845,0.123,76.54,0.119,77.216,0.116,42.0,0.009,1.086,2.04,46.1,-26.856,0.152,0.016,1.53,52.5,0.014,0.016,0.018,0.018,0.018,-33.545,0.173,0.007,0.726,1.83,4.8E-5,2.5E-5,0.023335226,0.016801361,67.27463,0.043,0.0
50.7,0.018,0.021,0.026,0.027,0.027,-17.788,0.078,78.139,0.115,80.576,0.118,78.806,0.125,78.149,0.123,41.9,0.009,0.987,2.04,46.0,-26.574,0.146,0.018,1.723,52.4,0.014,0.016,0.019,0.02,0.02,-33.115,0.066,0.009,1.024,1.84,4.8E-5,2.8E-5,0.015257376,0.01130176,24.954885,0.042,0.0
50.1,0.019,0.022,0.025,0.025,0.025,-17.615,0.115,77.92,0.108,78.063,0.127,79.244,0.118,78.501,0.113,41.6,0.014,1.602,2.01,45.8,-26.221,0.135,0.018,1.748,51.6,0.015,0.017,0.018,0.018,0.018,-33.238,0.045,0.012,1.259,1.86,5.4E-5,2.9E-5,0.0141272005,0.010171584,25.067287,0.08,0.0
50.0,0.018,0.02,0.021,0.021,0.021,-17.453,0.092,80.881,0.114,81.281,0.113,81.271,0.12,84.232,0.116,41.6,0.013,1.416,1.9,46.2,-25.949,0.149,0.018,1.762,51.2,0.015,0.016,0.017,0.017,0.017,-33.253,0.043,0.007,0.741,1.81,4.1E-5,2.8E-5,0.019315349,0.015636235,71.25964,0.059,0.0
50.6,0.017,0.02,0.022,0.022,0.022,-17.379,0.088,84.108,0.12,85.774,0.126,86.964,0.118,86.174,0.13,42.3,0.015,1.679,1.98,46.4,-25.751,0.144,0.018,1.788,51.6,0.014,0.016,0.017,0.017,0.017,-32.99,0.088,0.01,1.084,1.84,4.3E-5,2.7E-5,0.020235127,0.015636235,72.90256,0.087,0.0
50.6,0.018,0.022,0.026,0.026,0.027,-17.236,0.103,85.155,0.118,85.612,0.132,83.48,0.114,83.08,0.122,42.0,0.008,0.964,2.07,45.9,-25.673,0.159,0.019,1.856,52.1,0.014,0.017,0.02,0.02,0.02,-32.44,0.21,0.009,0.965,1.87,5.4E-5,2.9E-5,0.026016064,0.019271158,77.13512,0.038,0.0
50.2,0.018,0.021,0.024,0.025,0.025,-17.047,0.092,81.624,0.121,80.652,0.127,77.254,0.121,78.749,0.125,41.1,0.01,1.147,1.97,45.4,-25.418,0.182,0.022,2.136,52.2,0.014,0.016,0.018,0.018,0.018,-31.868,0.179,0.006,0.712,1.82,4.8E-5,2.5E-5,0.014909613,0.01073492,28.009008,0.044,0.0
50.0,0.019,0.021,0.023,0.023,0.023,-16.828,0.072,78.13,0.134,77.892,0.133,77.854,0.131,78.796,0.135,40.7,0.01,1.169,2.0,44.9,-25.023,0.203,0.018,1.731,51.9,0.014,0.017,0.017,0.017,0.017,-31.677,0.073,0.01,1.048,1.91,5.2E-5,3.2E-5,0.013716844,0.010138537,28.025724,0.048,0.0
50.1,0.021,0.024,0.027,0.027,0.027,-16.666,0.106,78.834,0.133,83.994,0.136,84.87,0.143,86.935,0.142,41.3,0.018,2.021,1.98,45.6,-24.638,0.15,0.019,1.799,51.5,0.015,0.017,0.018,0.019,0.019,-31.592,0.074,0.008,0.868,1.87,6.4E-5,3.2E-5,0.023686955,0.016668597,66.90916,0.088,0.0
50.1,0.02,0.024,0.027,0.027,0.027,-16.482,0.095,87.983,0.139,88.002,0.143,88.078,0.148,89.125,0.136,41.7,0.014,1.593,1.88,46.0,-24.515,0.129,0.016,1.568,51.6,0.014,0.015,0.018,0.018,0.019,-31.356,0.136,0.01,1.087,1.82,5.5E-5,2.7E-5,0.023686955,0.016668597,68.59468,0.061,0.0
49.8,0.023,0.027,0.03,0.03,0.03,-16.3,0.14,87.012,0.132,87.202,0.15,84.356,0.143,82.176,0.149,41.0,0.015,1.722,1.9,45.5,-24.281,0.15,0.023,2.218,52.0,0.014,0.016,0.017,0.017,0.017,-30.843,0.161,0.008,0.909,1.87,6.9E-5,2.8E-5,0.029540557,0.016739652,79.678276,0.066,0.0
49.8,0.02,0.023,0.025,0.025,0.025,-16.03,0.109,79.605,0.133,79.32,0.145,82.347,0.153,82.509,0.138,40.7,0.016,1.814,1.94,45.4,-23.92,0.145,0.02,1.88,52.0,0.014,0.016,0.018,0.018,0.018,-30.397,0.094,0.008,0.838,1.86,7.4E-5,2.7E-5,0.024617132,0.017724335,80.00115,0.064,0.0
50.1,0.026,0.03,0.034,0.034,0.034,-15.986,0.11,84.346,0.143,84.203,0.125,85.726,0.144,87.887,0.142,40.9,0.012,1.4,2.11,45.6,-23.628,0.17,0.019,1.829,51.6,0.014,0.017,0.019,0.019,0.02,-30.116,0.083,0.008,0.881,1.92,1.26E-4,3.1E-5,0.022293156,0.01311362,37.78417,0.058,0.0
50.1,0.024,0.028,0.03,0.031,0.031,-15.809,0.118,90.029,0.141,87.983,0.135,88.144,0.16,89.782,0.151,41.0,0.017,1.882,2.09,45.6,-23.292,0.151,0.021,2.003,51.5,0.014,0.016,0.018,0.019,0.019,-29.77,0.097,0.007,0.78,1.86,1.29E-4,2.8E-5,0.020326111,0.012457939,38.59886,0.074,0.0
50.0,0.026,0.028,0.03,0.03,0.03,-15.52,0.165,86.003,0.159,85.527,0.162,83.09,0.15,85.174,0.161,40.7,0.017,1.928,2.08,45.4,-23.025,0.15,0.018,1.737,51.5,0.014,0.016,0.017,0.017,0.017,-29.435,0.093,0.007,0.762,1.87,1.32E-4,2.8E-5,0.024782456,0.014043394,58.123707,0.079,0.0
50.2,0.021,0.025,0.028,0.028,0.028,-15.36,0.112,86.536,0.164,86.536,0.156,87.307,0.176,90.363,0.167,40.8,0.014,1.531,1.71,45.5,-22.672,0.182,0.018,1.747,51.7,0.014,0.017,0.019,0.019,0.019,-29.082,0.107,0.008,0.917,1.87,5.8E-5,2.9E-5,0.023130294,0.015695557,61.664738,0.055,0.0
49.8,0.022,0.027,0.031,0.031,0.031,-15.048,0.131,88.459,0.177,90.115,0.165,90.153,0.168,89.392,0.169,40.8,0.015,1.665,1.83,45.6,-22.362,0.218,0.02,1.941,51.5,0.015,0.019,0.021,0.021,0.021,-28.735,0.133,0.007,0.76,1.93,6.4E-5,3.6E-5,0.030900598,0.020932663,88.81964,0.06,0.0
49.5,0.02,0.024,0.027,0.027,0.027,-14.854,0.107,87.802,0.163,90.172,0.166,89.572,0.162,87.783,0.165,40.4,0.013,1.422,1.86,45.3,-21.879,0.19,0.019,1.822,51.4,0.014,0.016,0.018,0.018,0.018,-28.412,0.141,0.008,0.83,1.85,6.5E-5,2.9E-5,0.026913425,0.017942281,87.22094,0.055,0.0
49.7,0.025,0.03,0.034,0.034,0.035,-14.661,0.094,89.801,0.17,91.305,0.173,89.925,0.183,91.724,0.182,40.4,0.017,1.922,2.18,45.3,-21.627,0.108,0.022,2.053,51.5,0.015,0.017,0.019,0.019,0.019,-27.923,0.179,0.008,0.864,1.88,1.48E-4,3.1E-5,0.025282996,0.013725054,47.86344,0.073,0.0
50.1,0.02,0.024,0.027,0.028,0.028,-14.421,0.093,90.658,0.171,88.563,0.178,89.001,0.18,88.297,0.187,40.4,0.012,1.363,1.91,45.2,-21.214,0.165,0.018,1.732,51.4,0.015,0.018,0.02,0.02,0.02,-27.432,0.151,0.007,0.779,1.92,6.2E-5,3.3E-5,0.020226397,0.0144474255,46.075165,0.053,0.0
49.5,0.02,0.023,0.025,0.025,0.025,-14.177,0.119,88.202,0.187,88.116,0.183,85.155,0.189,85.869,0.188,39.9,0.016,1.736,1.99,44.8,-20.674,0.248,0.024,2.247,51.3,0.015,0.017,0.018,0.018,0.018,-27.004,0.117,0.007,0.772,1.91,5.5E-5,3.3E-5,0.019170864,0.013803022,50.494,0.063,0.0
49.3,0.018,0.022,0.024,0.025,0.025,-13.919,0.144,88.963,0.196,89.382,0.188,91.781,0.199,94.713,0.189,40.0,0.013,1.486,1.9,45.5,-20.345,0.166,0.02,1.917,51.0,0.014,0.017,0.019,0.019,0.019,-26.625,0.036,0.011,1.218,1.89,5.0E-5,3.1E-5,0.019170864,0.014569856,55.69458,0.068,0.0
49.6,0.018,0.02,0.021,0.021,0.021,-13.684,0.124,90.658,0.206,95.008,0.189,94.665,0.192,95.912,0.196,40.2,0.014,1.553,1.87,45.5,-19.971,0.133,0.018,1.731,50.9,0.014,0.016,0.016,0.016,0.016,-26.326,0.18,0.009,0.927,1.83,4.4E-5,3.0E-5,0.02099769,0.01599824,95.8909,0.069,0.0
49.4,0.018,0.021,0.023,0.024,0.024,-13.383,0.116,93.285,0.199,95.446,0.199,93.333,0.186,92.067,0.197,40.0,0.015,1.631,1.99,45.3,-19.635,0.167,0.023,2.195,51.3,0.014,0.016,0.018,0.018,0.018,-25.619,0.211,0.009,0.924,1.83,5.6E-5,2.7E-5,0.023997359,0.01799802,92.046745,0.062,0.0
49.6,0.019,0.021,0.023,0.023,0.023,-13.163,0.09,89.02,0.19,90.191,0.198,90.572,0.201,91.619,0.207,39.9,0.013,1.411,2.01,44.6,-19.019,0.165,0.02,1.915,51.2,0.015,0.017,0.018,0.018,0.018,-25.081,0.13,0.007,0.799,1.87,5.5E-5,3.1E-5,0.018081157,0.01415047,56.62162,0.058,0.0
49.4,0.019,0.022,0.025,0.025,0.025,-12.947,0.147,90.62,0.196,89.696,0.194,94.094,0.212,92.343,0.205,39.5,0.016,1.83,2.0,44.5,-18.541,0.195,0.022,2.063,50.8,0.015,0.017,0.018,0.018,0.018,-24.789,0.086,0.009,0.933,1.85,5.2E-5,3.2E-5,0.019653432,0.01415047,57.06906,0.08,0.0
49.3,0.019,0.022,0.026,0.026,0.026,-12.572,0.108,95.494,0.208,96.941,0.217,98.321,0.206,98.483,0.221,39.9,0.014,1.541,1.99,45.2,-18.142,0.23,0.025,2.39,50.7,0.014,0.016,0.019,0.019,0.019,-24.37,0.138,0.008,0.882,1.83,5.6E-5,3.1E-5,0.018239787,0.013329075,48.467888,0.065,0.0
49.6,0.019,0.021,0.023,0.023,0.023,-12.362,0.102,100.701,0.214,98.854,0.203,101.234,0.213,99.378,0.208,40.1,0.012,1.291,1.95,45.3,-17.74,0.18,0.019,1.762,50.4,0.016,0.017,0.019,0.019,0.019,-24.027,0.1,0.009,0.913,1.86,5.0E-5,3.6E-5,0.016135195,0.013329075,48.908356,0.047,0.0
49.0,0.021,0.024,0.026,0.026,0.026,-12.091,0.167,98.264,0.201,100.33,0.207,101.596,0.211,94.227,0.209,39.7,0.019,2.132,1.94,45.1,-17.277,0.203,0.02,1.907,50.6,0.015,0.017,0.019,0.019,0.019,-23.521,0.212,0.01,1.08,1.85,6.0E-5,3.2E-5,0.025843412,0.018885568,93.09542,0.1,0.0
49.1,0.019,0.023,0.025,0.025,0.025,-11.87,0.14,98.007,0.211,94.446,0.212,97.007,0.216,95.084,0.218,38.9,0.014,1.596,1.98,44.5,-16.743,0.199,0.021,1.921,50.8,0.014,0.016,0.018,0.018,0.018,-22.815,0.215,0.008,0.875,1.78,6.0E-5,2.7E-5,0.024849433,0.017891591,93.94213,0.066,0.0
48.8,0.018,0.021,0.023,0.023,0.023,-11.565,0.122,93.866,0.215,97.264,0.208,99.083,0.224,99.949,0.214,38.4,0.014,1.585,1.92,44.7,-16.337,0.206,0.021,1.944,50.8,0.014,0.017,0.018,0.018,0.018,-22.159,0.196,0.007,0.798,1.81,5.2E-5,2.9E-5,0.019388996,0.015173996,71.02862,0.067,0.0
48.7,0.02,0.022,0.024,0.024,0.024,-11.232,0.121,100.596,0.231,104.033,0.22,104.204,0.219,104.528,0.224,38.8,0.012,1.34,2.0,45.3,-15.853,0.214,0.019,1.8,50.6,0.014,0.017,0.018,0.018,0.018,-21.747,0.056,0.01,1.075,1.79,6.2E-5,2.9E-5,0.020231996,0.015173996,74.282684,0.05,0.0
48.8,0.02,0.024,0.027,0.027,0.027,-11.048,0.115,105.746,0.234,105.737,0.234,105.337,0.243,103.68,0.235,38.6,0.013,1.479,1.98,45.4,-15.409,0.116,0.02,1.856,50.3,0.015,0.017,0.019,0.02,0.02,-21.479,0.129,0.009,0.948,1.84,6.1E-5,3.4E-5,0.017161027,0.012711871,41.884563,0.063,0.0
48.7,0.018,0.022,0.026,0.026,0.026,-10.722,0.176,104.956,0.236,104.499,0.235,104.09,0.233,101.329,0.229,38.2,0.013,1.439,1.88,44.8,-15.022,0.158,0.024,2.278,50.6,0.014,0.017,0.019,0.019,0.019,-20.878,0.15,0.009,0.956,1.78,4.8E-5,2.8E-5,0.016525434,0.012076278,40.93481,0.057,0.0
48.6,0.021,0.026,0.03,0.031,0.031,-10.294,0.164,102.671,0.224,99.939,0.218,98.664,0.225,101.681,0.231,38.1,0.012,1.363,2.03,44.4,-14.505,0.241,0.02,1.891,50.7,0.015,0.019,0.02,0.021,0.021,-20.123,0.173,0.009,0.978,1.83,7.1E-5,3.1E-5,0.030350579,0.020560069,97.46538,0.06,0.0
48.7,0.02,0.024,0.026,0.026,0.026,-10.06,0.124,99.321,0.245,100.158,0.226,103.005,0.24,104.566,0.243,38.0,0.013,1.407,1.97,44.3,-13.829,0.192,0.021,1.962,50.4,0.015,0.018,0.02,0.02,0.02,-19.448,0.139,0.014,1.468,1.84,6.7E-5,3.3E-5,0.025455324,0.019581018,100.23077,0.053,0.0
48.4,0.021,0.026,0.03,0.031,0.031,-9.694,0.186,105.918,0.263,104.366,0.249,104.509,0.252,104.528,0.246,37.8,0.018,1.928,1.97,44.5,-13.433,0.275,0.021,1.991,49.9,0.016,0.018,0.02,0.02,0.02,-19.194,0.143,0.009,0.954,1.8,6.6E-5,3.4E-5,0.02763735,0.017830547,83.08106,0.096,0.0
48.8,0.02,0.024,0.025,0.025,0.025,-9.458,0.116,105.204,0.244,108.555,0.248,105.546,0.249,105.67,0.254,37.6,0.016,1.774,1.99,44.5,-13.077,0.177,0.019,1.772,50.1,0.016,0.017,0.018,0.018,0.018,-18.758,0.125,0.009,0.918,1.81,6.3E-5,3.3E-5,0.022288185,0.016047493,83.98875,0.079,0.0
48.2,0.02,0.022,0.024,0.025,0.025,-9.037,0.125,103.642,0.252,101.9,0.252,102.224,0.242,98.378,0.243,37.0,0.011,1.215,1.86,43.7,-12.405,0.316,0.035,3.201,50.2,0.015,0.017,0.019,0.019,0.019,-17.913,0.424,0.012,1.293,1.84,5.7E-5,3.6E-5,0.014560247,0.011065787,33.369938,0.046,0.0
48.2,0.021,0.023,0.025,0.026,0.026,-8.791,0.125,100.853,0.243,103.205,0.261,107.907,0.259,107.669,0.25,36.9,0.017,1.84,1.98,43.9,-11.666,0.183,0.027,2.508,50.5,0.015,0.017,0.018,0.018,0.018,-16.966,0.232,0.008,0.895,1.82,7.2E-5,3.3E-5,0.015142657,0.010483377,36.521458,0.07,0.0
47.9,0.022,0.026,0.029,0.029,0.029,-8.289,0.116,105.708,0.261,108.84,0.25,109.192,0.258,112.086,0.26,37.0,0.017,1.887,1.98,44.2,-11.23,0.228,0.024,2.184,50.1,0.016,0.019,0.02,0.021,0.021,-16.741,0.083,0.013,1.342,1.81,8.8E-5,3.6E-5,0.027697993,0.020057168,102.24733,0.085,0.0
48.1,0.022,0.027,0.03,0.03,0.031,-8.113,0.16,113.886,0.255,112.201,0.254,113.457,0.262,113.153,0.261,37.0,0.014,1.473,1.95,44.4,-10.757,0.17,0.023,2.118,49.7,0.016,0.019,0.021,0.021,0.021,-16.337,0.162,0.01,1.015,1.81,8.0E-5,3.7E-5,0.0296082,0.020057168,103.22067,0.059,0.0
47.9,0.022,0.026,0.029,0.029,0.029,-7.781,0.126,112.058,0.238,109.878,0.254,110.382,0.269,110.068,0.254,36.6,0.023,2.483,1.88,44.0,-10.247,0.214,0.028,2.598,49.8,0.016,0.019,0.021,0.021,0.021,-15.825,0.281,0.011,1.133,1.81,6.8E-5,3.7E-5,0.027005527,0.019555727,95.448784,0.113,0.0
48.3,0.021,0.025,0.028,0.028,0.028,-7.431,0.158,107.022,0.24,106.232,0.251,106.908,0.246,108.421,0.245,36.4,0.015,1.642,1.9,43.4,-9.584,0.245,0.021,1.867,50.0,0.016,0.018,0.019,0.019,0.019,-15.115,0.205,0.009,0.91,1.81,7.0E-5,3.6E-5,0.026074303,0.017693276,94.02054,0.061,0.0
48.0,0.023,0.026,0.029,0.029,0.029,-7.045,0.182,112.01,0.268,110.382,0.266,111.077,0.249,111.982,0.268,36.5,0.018,1.957,1.9,43.8,-9.05,0.238,0.026,2.407,49.7,0.016,0.018,0.021,0.021,0.021,-14.562,0.115,0.01,1.012,1.73,7.9E-5,3.3E-5,0.016373394,0.011856595,35.69683,0.084,0.0
47.8,0.022,0.025,0.028,0.028,0.028,-6.73,0.178,115.085,0.26,113.105,0.261,111.544,0.25,112.524,0.263,36.0,0.019,2.066,1.8,43.3,-8.466,0.247,0.024,2.163,49.8,0.016,0.017,0.019,0.019,0.019,-13.887,0.289,0.012,1.268,1.76,6.3E-5,3.4E-5,0.015808795,0.010727395,35.869606,0.096,0.0
47.9,0.023,0.026,0.029,0.029,0.029,-6.371,0.147,112.267,0.268,113.962,0.25,113.191,0.257,117.665,0.264,36.4,0.016,1.774,1.81,43.6,-7.892,0.212,0.024,2.196,50.0,0.015,0.017,0.019,0.019,0.019,-13.09,0.232,0.008,0.844,1.75,6.4E-5,3.2E-5,0.026742002,0.017520621,100.05508,0.074,0.0
48.0,0.021,0.025,0.027,0.027,0.027,-6.154,0.154,117.056,0.266,118.75,0.269,116.627,0.25,114.59,0.256,36.2,0.017,1.813,1.85,43.7,-7.435,0.296,0.029,2.605,49.9,0.015,0.018,0.019,0.019,0.019,-12.402,0.162,0.011,1.122,1.79,6.4E-5,3.5E-5,0.024897726,0.017520621,97.440285,0.073,0.0
47.3,0.023,0.026,0.027,0.027,0.027,-5.631,0.112,113.695,0.276,113.571,0.265,111.315,0.257,114.742,0.261,35.7,0.021,2.288,1.9,43.5,-6.752,0.207,0.03,2.752,49.4,0.016,0.018,0.018,0.019,0.019,-12.021,0.217,0.01,1.072,1.74,8.4E-5,3.6E-5,0.025972314,0.018276813,106.1735,0.096,0.0
