@RELATION minijanuary_15_09_20_18_56
@ATTRIBUTE avg_cn0_l1 NUMERIC
@ATTRIBUTE phi01l1 NUMERIC
@ATTRIBUTE phi03l1 NUMERIC
@ATTRIBUTE phi10l1 NUMERIC
@ATTRIBUTE phi30l1 NUMERIC
@ATTRIBUTE phi60l1 NUMERIC
@ATTRIBUTE avgccd_l1 NUMERIC
@ATTRIBUTE sigmaccd_l1 NUMERIC
@ATTRIBUTE tec_45 NUMERIC
@ATTRIBUTE dtec_6045 NUMERIC
@ATTRIBUTE tec_30 NUMERIC
@ATTRIBUTE dtec_4530 NUMERIC
@ATTRIBUTE tec_15 NUMERIC
@ATTRIBUTE dtec_3015 NUMERIC
@ATTRIBUTE tec NUMERIC
@ATTRIBUTE dtec_15tow NUMERIC
@ATTRIBUTE f2nd_tec_cn0 NUMERIC
@ATTRIBUTE si_l1 NUMERIC
@ATTRIBUTE numerator_si_l1 NUMERIC
@ATTRIBUTE p_l1 NUMERIC
@ATTRIBUTE avg_cn0_l2 NUMERIC
@ATTRIBUTE avgccd_l2c_e5a NUMERIC
@ATTRIBUTE sigmaccd_l2c_e5a NUMERIC
@ATTRIBUTE si_l2c_e5a NUMERIC
@ATTRIBUTE numerator_si_l2c_e5a NUMERIC
@ATTRIBUTE avg_cn0_l5_e5b NUMERIC
@ATTRIBUTE phi01_l5_e5b NUMERIC
@ATTRIBUTE phi03_l5_e5b NUMERIC
@ATTRIBUTE phi10_l5_e5b NUMERIC
@ATTRIBUTE phi30_l5_e5b NUMERIC
@ATTRIBUTE phi60_l5_e5b NUMERIC
@ATTRIBUTE avgccd_l5_e5b NUMERIC
@ATTRIBUTE sigmaccd_l5_e5b NUMERIC
@ATTRIBUTE si_l5_e5b NUMERIC
@ATTRIBUTE numerator_si_l5_e5b NUMERIC
@ATTRIBUTE p_l5_e5b NUMERIC
@ATTRIBUTE t_l1 NUMERIC
@ATTRIBUTE t_e5b NUMERIC
@ATTRIBUTE vphi60_l1 NUMERIC
@ATTRIBUTE vphi60_l5_e5b NUMERIC
@ATTRIBUTE vtec NUMERIC
@ATTRIBUTE s4 NUMERIC
@ATTRIBUTE class        {0.0}
@DATA
49.6,0.018,0.022,0.024,0.024,0.024,-16.918,0.069,92.4,0.082,91.038,0.073,91.962,0.081,92.504,0.086,39.1,0.014,1.619,1.98,45.0,-28.982,0.164,0.027,2.534,50.8,0.015,0.018,0.019,0.019,0.019,-31.234,0.044,0.011,1.154,1.88,5.5E-5,3.3E-5,0.016836727,0.013329075,45.525352,0.067,0.0
49.7,0.019,0.023,0.025,0.026,0.026,-16.88,0.099,91.686,0.077,96.074,0.08,97.369,0.095,95.056,0.083,39.2,0.014,1.549,2.01,45.1,-29.0,0.158,0.022,2.047,50.6,0.015,0.018,0.019,0.02,0.02,-31.2,0.092,0.009,0.998,1.84,6.2E-5,3.1E-5,0.018239787,0.014030605,46.781307,0.071,0.0
49.4,0.02,0.023,0.024,0.024,0.024,-16.805,0.074,95.846,0.092,95.551,0.095,95.237,0.097,94.58,0.094,38.8,0.014,1.578,2.01,45.0,-28.759,0.153,0.025,2.316,50.9,0.015,0.017,0.018,0.018,0.018,-30.847,0.195,0.011,1.198,1.88,6.2E-5,3.4E-5,0.023855455,0.017891591,93.44418,0.06,0.0
49.3,0.02,0.024,0.027,0.027,0.027,-16.744,0.108,92.581,0.098,91.086,0.102,89.591,0.097,86.745,0.095,38.3,0.015,1.673,2.03,44.5,-28.447,0.154,0.026,2.365,50.9,0.014,0.017,0.019,0.019,0.02,-30.507,0.14,0.01,1.127,1.87,6.1E-5,3.1E-5,0.026837388,0.019879546,85.70328,0.08,0.0
48.9,0.02,0.025,0.028,0.029,0.029,-16.577,0.134,89.115,0.095,93.923,0.097,93.475,0.105,95.636,0.108,38.4,0.011,1.258,2.02,45.0,-28.279,0.222,0.019,1.829,50.8,0.015,0.018,0.02,0.021,0.021,-30.153,0.095,0.009,1.01,1.83,6.1E-5,3.0E-5,0.024446994,0.017702995,67.96359,0.051,0.0
48.9,0.018,0.021,0.024,0.025,0.025,-16.362,0.092,96.75,0.107,98.131,0.12,98.654,0.104,99.606,0.107,39.3,0.011,1.164,1.96,45.4,-28.064,0.195,0.02,1.894,50.7,0.015,0.018,0.02,0.02,0.02,-30.108,0.058,0.011,1.194,1.88,4.8E-5,3.3E-5,0.021074995,0.016859995,70.784874,0.048,0.0
48.7,0.019,0.024,0.028,0.028,0.028,-16.321,0.1,96.95,0.123,97.902,0.125,96.912,0.117,92.4,0.098,38.6,0.013,1.478,1.96,44.9,-27.907,0.185,0.021,1.936,50.4,0.015,0.018,0.021,0.021,0.021,-30.023,0.128,0.01,1.096,1.85,5.1E-5,3.5E-5,0.01779662,0.013347466,37.32768,0.061,0.0
48.8,0.018,0.022,0.025,0.026,0.026,-16.135,0.102,97.026,0.121,97.131,0.121,96.379,0.103,94.789,0.104,38.4,0.012,1.339,1.9,44.7,-27.803,0.163,0.031,2.879,50.6,0.014,0.016,0.018,0.018,0.018,-29.632,0.155,0.01,1.121,1.81,4.8E-5,2.9E-5,0.016525434,0.011440684,38.292786,0.059,0.0
48.6,0.02,0.024,0.026,0.027,0.027,-15.917,0.093,92.99,0.094,91.057,0.099,93.675,0.117,92.571,0.108,38.1,0.014,1.514,1.99,44.1,-27.371,0.17,0.021,1.902,50.6,0.015,0.017,0.019,0.019,0.019,-29.215,0.101,0.011,1.172,1.82,6.2E-5,3.0E-5,0.026434375,0.018601967,88.73307,0.065,0.0
48.6,0.02,0.022,0.024,0.024,0.024,-15.787,0.117,91.952,0.112,94.894,0.122,95.008,0.12,95.77,0.135,38.1,0.014,1.575,1.98,44.4,-27.069,0.16,0.021,1.906,50.3,0.016,0.018,0.019,0.019,0.019,-28.963,0.087,0.014,1.524,1.83,6.1E-5,3.5E-5,0.023497222,0.018601967,91.79944,0.065,0.0
48.3,0.021,0.025,0.029,0.029,0.029,-15.568,0.123,95.57,0.121,93.39,0.122,94.313,0.124,96.331,0.111,38.0,0.016,1.79,1.98,44.5,-27.008,0.193,0.019,1.743,50.0,0.016,0.018,0.021,0.021,0.021,-28.905,0.088,0.009,0.933,1.86,6.5E-5,3.9E-5,0.025854293,0.018722076,76.56591,0.073,0.0
49.0,0.019,0.022,0.023,0.023,0.023,-15.601,0.085,96.617,0.116,97.274,0.111,96.493,0.133,95.636,0.108,37.8,0.012,1.362,1.92,44.3,-26.696,0.153,0.02,1.834,50.0,0.015,0.017,0.018,0.019,0.019,-28.793,0.051,0.009,0.942,1.78,5.4E-5,3.0E-5,0.02050513,0.01693902,76.01351,0.056,0.0
48.4,0.019,0.022,0.025,0.025,0.025,-15.34,0.08,94.085,0.124,89.42,0.103,91.943,0.116,90.125,0.112,37.1,0.012,1.363,1.88,43.3,-26.232,0.188,0.026,2.315,50.8,0.015,0.017,0.019,0.019,0.019,-28.079,0.279,0.013,1.388,1.81,5.7E-5,3.2E-5,0.014560247,0.011065787,30.57051,0.053,0.0
48.3,0.022,0.025,0.026,0.026,0.026,-15.162,0.109,91.895,0.124,95.094,0.138,97.417,0.116,95.97,0.135,37.4,0.017,1.88,2.03,44.0,-26.053,0.179,0.024,2.193,50.7,0.015,0.017,0.018,0.018,0.018,-27.615,0.12,0.009,0.935,1.82,7.3E-5,3.1E-5,0.015142657,0.010483377,32.553143,0.077,0.0
48.2,0.02,0.023,0.025,0.025,0.025,-14.96,0.084,96.17,0.115,97.388,0.12,100.387,0.125,102.395,0.124,37.6,0.014,1.584,1.87,44.4,-25.846,0.136,0.026,2.364,50.1,0.016,0.018,0.019,0.019,0.019,-27.666,0.082,0.011,1.138,1.8,6.1E-5,3.4E-5,0.023877582,0.01814696,93.40698,0.068,0.0
47.7,0.022,0.024,0.026,0.026,0.026,-14.776,0.19,100.406,0.119,99.711,0.121,98.53,0.119,98.654,0.109,37.2,0.015,1.62,1.82,44.3,-25.592,0.202,0.027,2.517,49.9,0.016,0.017,0.018,0.018,0.018,-27.585,0.041,0.01,1.053,1.81,5.9E-5,3.4E-5,0.024832685,0.017191857,89.99436,0.063,0.0
48.3,0.019,0.023,0.025,0.025,0.025,-14.794,0.138,99.501,0.118,99.616,0.124,99.863,0.124,96.798,0.11,36.7,0.023,2.547,1.83,44.0,-25.377,0.203,0.031,2.872,50.0,0.015,0.017,0.019,0.019,0.019,-27.294,0.158,0.01,1.016,1.78,5.6E-5,3.3E-5,0.023280628,0.017693276,83.9413,0.152,0.0
48.2,0.02,0.022,0.023,0.024,0.024,-14.608,0.126,94.237,0.12,93.266,0.116,94.113,0.117,94.028,0.121,36.6,0.018,2.013,1.86,43.4,-24.953,0.223,0.024,2.212,49.9,0.015,0.016,0.017,0.017,0.017,-26.869,0.106,0.008,0.875,1.78,6.3E-5,3.3E-5,0.022349402,0.015830828,81.539215,0.082,0.0
47.9,0.02,0.023,0.024,0.024,0.024,-14.323,0.106,94.513,0.147,99.273,0.117,97.045,0.125,99.035,0.121,36.8,0.017,1.898,1.87,44.0,-24.845,0.132,0.021,1.954,49.9,0.015,0.017,0.017,0.017,0.018,-26.633,0.123,0.009,0.96,1.72,6.5E-5,2.8E-5,0.013550395,0.010162796,31.569677,0.071,0.0
47.9,0.021,0.026,0.03,0.031,0.031,-14.214,0.116,100.51,0.122,98.616,0.113,96.76,0.128,98.673,0.14,36.3,0.015,1.625,1.84,43.3,-24.574,0.267,0.022,1.998,50.0,0.016,0.019,0.022,0.022,0.022,-26.2,0.167,0.01,1.074,1.83,5.8E-5,3.7E-5,0.017502593,0.012421195,31.454279,0.067,0.0
48.1,0.02,0.023,0.025,0.025,0.025,-14.062,0.124,98.445,0.117,98.016,0.113,100.72,0.14,102.281,0.13,36.5,0.014,1.555,1.8,43.5,-24.132,0.127,0.023,2.133,50.0,0.015,0.018,0.019,0.019,0.019,-25.814,0.163,0.009,0.96,1.81,5.7E-5,3.5E-5,0.02305345,0.017520621,86.97347,0.061,0.0
47.9,0.02,0.023,0.025,0.025,0.026,-13.982,0.171,104.632,0.147,103.557,0.128,99.635,0.123,97.636,0.142,36.2,0.021,2.244,1.86,43.4,-23.903,0.207,0.027,2.487,49.9,0.015,0.017,0.019,0.019,0.019,-25.498,0.061,0.012,1.288,1.85,6.0E-5,3.8E-5,0.023975588,0.017520621,83.02365,0.093,0.0
47.6,0.022,0.024,0.026,0.026,0.027,-13.609,0.146,97.969,0.138,99.301,0.13,97.255,0.137,94.485,0.139,36.0,0.02,2.108,1.89,43.1,-23.602,0.202,0.031,2.785,49.5,0.016,0.018,0.02,0.02,0.02,-25.271,0.176,0.01,1.057,1.82,7.5E-5,4.1E-5,0.025972314,0.01923875,87.429214,0.096,0.0
47.7,0.021,0.023,0.026,0.027,0.027,-13.53,0.142,98.825,0.132,102.748,0.142,103.709,0.145,103.052,0.141,35.9,0.02,2.174,1.76,43.5,-23.45,0.178,0.028,2.518,49.4,0.016,0.018,0.02,0.02,0.02,-24.994,0.135,0.009,0.99,1.75,5.9E-5,3.5E-5,0.025972314,0.01923875,95.35647,0.101,0.0
47.9,0.023,0.026,0.029,0.029,0.029,-13.323,0.191,105.375,0.14,104.29,0.138,102.462,0.128,102.776,0.136,36.0,0.019,2.106,1.72,43.5,-23.203,0.237,0.023,2.122,49.3,0.017,0.019,0.021,0.021,0.021,-24.687,0.065,0.012,1.293,1.78,7.1E-5,4.1E-5,0.01720704,0.01246027,36.18329,0.087,0.0
47.2,0.025,0.028,0.029,0.03,0.03,-13.012,0.118,103.538,0.133,105.023,0.136,106.498,0.142,109.221,0.142,36.2,0.021,2.263,1.82,43.7,-22.794,0.164,0.031,2.833,48.7,0.017,0.019,0.02,0.02,0.02,-24.581,0.096,0.011,1.119,1.74,1.08E-4,3.7E-5,0.017800385,0.011866923,38.452312,0.085,0.0
47.0,0.031,0.034,0.038,0.038,0.038,-12.881,0.109,104.537,0.142,103.871,0.164,103.033,0.137,100.606,0.143,35.4,0.022,2.34,2.07,43.2,-22.415,0.214,0.03,2.729,48.2,0.017,0.019,0.021,0.021,0.021,-24.47,0.086,0.015,1.492,1.7,1.78E-4,3.7E-5,0.033447977,0.018484408,77.94647,0.091,0.0
47.4,0.025,0.029,0.032,0.032,0.032,-12.863,0.116,97.883,0.137,97.35,0.134,94.77,0.115,95.836,0.129,34.5,0.025,2.734,1.83,42.0,-21.952,0.317,0.036,3.18,48.5,0.016,0.019,0.02,0.02,0.02,-24.215,0.2,0.017,1.749,1.7,1.04E-4,3.5E-5,0.02816672,0.017604198,74.25082,0.12,0.0
47.1,0.025,0.029,0.032,0.032,0.032,-12.54,0.151,98.378,0.136,106.327,0.148,107.174,0.162,106.889,0.141,34.9,0.021,2.236,1.81,43.1,-21.707,0.163,0.034,3.017,49.9,0.015,0.018,0.019,0.019,0.019,-23.042,0.348,0.014,1.436,1.76,8.8E-5,3.2E-5,0.031476125,0.018688949,103.41787,0.091,0.0
47.0,0.024,0.029,0.033,0.033,0.033,-12.336,0.107,106.289,0.142,108.336,0.147,110.373,0.157,109.269,0.138,35.3,0.02,2.127,1.86,43.6,-21.507,0.183,0.03,2.695,49.4,0.016,0.019,0.021,0.021,0.021,-22.661,0.069,0.014,1.487,1.73,9.3E-5,3.5E-5,0.032459754,0.020656208,105.72058,0.083,0.0
46.8,0.023,0.028,0.029,0.029,0.029,-12.227,0.133,106.336,0.143,105.413,0.124,104.766,0.168,104.356,0.146,34.6,0.023,2.505,1.82,42.8,-21.475,0.247,0.03,2.724,49.0,0.016,0.019,0.02,0.021,0.021,-22.566,0.107,0.014,1.503,1.76,7.8E-5,4.0E-5,0.018896345,0.01368356,44.30748,0.12,0.0
47.2,0.023,0.027,0.029,0.029,0.029,-12.07,0.152,105.48,0.132,101.681,0.129,99.825,0.133,106.203,0.145,34.3,0.02,2.142,1.82,42.2,-21.029,0.278,0.028,2.493,48.9,0.017,0.02,0.021,0.021,0.021,-22.535,0.297,0.018,1.849,1.76,7.4E-5,4.2E-5,0.018896345,0.01368356,45.09168,0.079,0.0
46.4,0.024,0.028,0.031,0.031,0.031,-11.843,0.128,106.774,0.163,108.973,0.165,110.021,0.165,107.545,0.164,34.3,0.018,1.906,1.87,42.9,-20.755,0.147,0.027,2.429,49.5,0.016,0.019,0.02,0.02,0.02,-21.777,0.191,0.01,1.081,1.75,8.6E-5,3.7E-5,0.025715427,0.016590599,74.00386,0.078,0.0
46.1,0.023,0.027,0.029,0.03,0.03,-11.606,0.127,107.669,0.156,107.327,0.154,105.194,0.136,102.947,0.15,33.4,0.017,1.748,1.83,42.3,-20.527,0.166,0.029,2.6,49.0,0.017,0.019,0.021,0.022,0.022,-21.46,0.068,0.016,1.667,1.8,7.8E-5,4.5E-5,0.024885898,0.018249659,70.83988,0.07,0.0
45.9,0.022,0.028,0.031,0.031,0.031,-11.427,0.149,104.68,0.14,101.976,0.157,104.68,0.154,103.747,0.144,33.1,0.021,2.24,1.8,42.0,-20.313,0.241,0.03,2.666,48.5,0.017,0.019,0.021,0.021,0.021,-21.446,0.131,0.011,1.162,1.69,6.8E-5,3.9E-5,0.03088532,0.020922314,102.980835,0.09,0.0
45.6,0.024,0.027,0.031,0.031,0.031,-11.227,0.131,106.536,0.166,103.338,0.144,110.754,0.169,110.011,0.179,33.2,0.018,1.837,1.84,42.0,-19.809,0.225,0.037,3.234,48.3,0.018,0.021,0.024,0.024,0.024,-21.045,0.143,0.011,1.147,1.77,8.1E-5,5.1E-5,0.03088532,0.023911217,109.19858,0.078,0.0
45.9,0.024,0.028,0.029,0.029,0.029,-10.958,0.117,111.325,0.206,110.992,0.178,111.191,0.165,109.421,0.173,33.6,0.027,2.796,1.84,42.7,-19.27,0.164,0.027,2.388,48.3,0.017,0.019,0.019,0.019,0.019,-20.516,0.117,0.012,1.203,1.65,7.9E-5,3.8E-5,0.020828485,0.013646249,56.444294,0.131,0.0
46.3,0.023,0.028,0.03,0.03,0.03,-10.812,0.118,108.612,0.177,105.794,0.172,105.965,0.158,106.746,0.18,33.0,0.018,1.884,1.82,41.8,-18.964,0.318,0.031,2.68,47.9,0.017,0.019,0.02,0.02,0.02,-20.222,0.071,0.013,1.373,1.63,7.3E-5,3.8E-5,0.021546708,0.014364473,55.06441,0.09,0.0
46.0,0.024,0.028,0.031,0.032,0.032,-10.631,0.149,110.658,0.177,109.183,0.168,107.203,0.171,109.821,0.164,32.7,0.024,2.469,1.88,42.0,-18.483,0.234,0.031,2.772,47.9,0.018,0.02,0.02,0.02,0.02,-19.997,0.09,0.011,1.122,1.64,8.3E-5,4.0E-5,0.024663907,0.015414941,65.23928,0.124,0.0
45.8,0.026,0.031,0.034,0.035,0.035,-10.257,0.161,108.497,0.166,110.62,0.185,113.333,0.183,117.398,0.182,34.0,0.025,2.625,1.92,43.0,-17.973,0.174,0.029,2.627,48.4,0.018,0.021,0.023,0.024,0.024,-19.213,0.314,0.015,1.493,1.79,9.8E-5,5.3E-5,0.026976148,0.018497929,69.7404,0.126,0.0
45.9,0.022,0.027,0.03,0.03,0.03,-10.127,0.209,119.969,0.187,117.798,0.177,114.381,0.196,113.695,0.156,33.7,0.022,2.252,1.76,42.8,-17.759,0.184,0.036,3.192,47.9,0.017,0.019,0.019,0.02,0.02,-18.854,0.078,0.017,1.73,1.62,6.7E-5,3.7E-5,0.029998811,0.019999208,113.686,0.096,0.0
45.4,0.024,0.028,0.03,0.03,0.03,-9.785,0.157,113.248,0.164,110.03,0.163,114.009,0.161,109.316,0.149,32.6,0.023,2.423,1.79,42.2,-17.719,0.189,0.032,2.83,47.7,0.017,0.02,0.02,0.02,0.02,-18.655,0.119,0.011,1.16,1.59,8.1E-5,3.7E-5,0.029998811,0.019999208,109.30734,0.089,0.0
45.5,0.023,0.027,0.03,0.03,0.03,-9.624,0.13,112.848,0.153,115.551,0.179,119.226,0.169,122.606,0.179,33.0,0.023,2.372,1.75,43.1,-16.908,0.172,0.039,3.52,48.4,0.017,0.019,0.021,0.021,0.021,-18.021,0.332,0.02,2.004,1.62,7.2E-5,3.6E-5,0.029998811,0.020999167,122.59629,0.103,0.0
45.4,0.023,0.027,0.033,0.033,0.033,-9.566,0.136,124.957,0.21,121.692,0.182,122.853,0.196,120.502,0.186,32.9,0.022,2.301,1.71,42.6,-16.551,0.198,0.036,3.252,48.4,0.017,0.02,0.024,0.024,0.024,-17.427,0.05,0.018,1.863,1.61,6.7E-5,3.7E-5,0.025816886,0.018775918,73.752045,0.1,0.0
45.8,0.021,0.024,0.027,0.027,0.027,-9.262,0.188,117.084,0.196,113.981,0.175,107.241,0.148,107.65,0.163,32.1,0.019,1.953,1.7,41.0,-16.46,0.308,0.056,4.77,47.4,0.019,0.02,0.022,0.022,0.022,-17.401,0.071,0.016,1.601,1.59,5.7E-5,3.9E-5,0.021122908,0.017211257,65.88611,0.081,0.0
45.2,0.023,0.025,0.027,0.028,0.028,-8.985,0.161,105.718,0.145,108.85,0.17,112.182,0.165,119.017,0.201,31.9,0.025,2.551,1.66,41.3,-15.932,0.185,0.055,4.711,47.6,0.018,0.02,0.021,0.022,0.022,-17.136,0.192,0.019,1.95,1.58,6.4E-5,3.9E-5,0.01976004,0.015525745,59.274586,0.112,0.0
44.8,0.024,0.028,0.031,0.031,0.032,-8.706,0.228,118.246,0.189,116.97,0.192,115.475,0.193,117.865,0.187,32.1,0.017,1.717,1.68,42.1,-15.375,0.228,0.028,2.476,49.0,0.018,0.019,0.021,0.021,0.022,-15.919,0.353,0.016,1.625,1.66,7.4E-5,3.7E-5,0.022582904,0.015525745,58.70085,0.073,0.0
44.8,0.024,0.028,0.031,0.031,0.031,-8.358,0.147,113.486,0.184,108.126,0.172,106.127,0.165,105.47,0.142,31.0,0.022,2.273,1.77,40.4,-15.224,0.242,0.05,4.281,47.3,0.019,0.021,0.023,0.023,0.023,-15.972,0.223,0.028,2.784,1.62,8.2E-5,4.7E-5,0.03083294,0.022876052,104.3363,0.1,0.0
44.5,0.023,0.026,0.029,0.029,0.029,-8.268,0.17,107.403,0.165,109.278,0.144,116.38,0.173,124.024,0.176,30.3,0.024,2.448,1.68,40.6,-14.996,0.178,0.045,3.789,46.5,0.02,0.021,0.024,0.024,0.024,-15.949,0.124,0.089,8.24,1.59,6.9E-5,4.8E-5,0.028843718,0.023870664,122.69087,0.106,0.0
44.8,0.023,0.027,0.029,0.029,0.029,-7.918,0.25,121.444,0.181,122.453,0.201,123.9,0.185,129.088,0.206,31.6,0.027,2.786,1.73,41.9,-14.334,0.287,0.042,3.646,47.6,0.018,0.02,0.021,0.021,0.021,-15.283,0.372,0.023,2.348,1.63,8.2E-5,4.3E-5,0.024350751,0.017633302,91.01534,0.152,0.0
44.8,0.024,0.029,0.031,0.031,0.031,-7.791,0.141,131.192,0.193,129.069,0.206,129.317,0.209,129.288,0.191,32.1,0.027,2.796,1.7,42.4,-14.176,0.216,0.042,3.676,48.2,0.018,0.02,0.021,0.021,0.021,-14.169,0.244,0.022,2.22,1.65,7.9E-5,4.1E-5,0.026030114,0.017633302,91.15636,0.136,0.0
43.1,0.027,0.032,0.035,0.035,0.035,-7.49,0.285,123.481,0.168,111.353,0.183,111.42,0.164,111.506,0.163,28.9,0.05,4.97,1.63,39.9,-14.005,0.351,0.046,3.869,46.1,0.021,0.023,0.025,0.025,0.025,-14.85,0.273,0.025,2.486,1.58,9.9E-5,5.5E-5,0.022383807,0.015988434,45.60685,0.263,0.0
43.9,0.027,0.032,0.036,0.036,0.036,-7.201,0.161,114.742,0.164,118.731,0.175,122.786,0.21,126.042,0.212,30.5,0.029,2.98,1.88,41.6,-13.06,0.287,0.056,4.806,47.7,0.019,0.021,0.023,0.023,0.023,-13.958,0.415,0.023,2.283,1.66,1.37E-4,4.7E-5,0.023023345,0.014709359,51.552193,0.14,0.0
43.3,0.029,0.033,0.034,0.034,0.034,-7.23,0.137,125.147,0.207,130.002,0.196,126.832,0.197,125.109,0.168,29.4,0.023,2.332,1.79,41.3,-13.02,0.205,0.045,3.886,48.3,0.018,0.02,0.02,0.02,0.02,-13.083,0.211,0.016,1.633,1.69,1.38E-4,4.1E-5,0.033328444,0.019604966,120.21558,0.089,0.0
44.1,0.025,0.03,0.033,0.033,0.033,-7.019,0.145,124.157,0.185,122.967,0.179,120.635,0.163,118.303,0.156,28.8,0.029,2.925,1.62,40.1,-12.893,0.319,0.043,3.6,46.7,0.019,0.021,0.023,0.023,0.023,-13.06,0.201,0.026,2.623,1.56,7.7E-5,4.1E-5,0.032348193,0.02254571,113.67579,0.115,0.0
43.4,0.025,0.03,0.032,0.032,0.032,-6.691,0.124,117.76,0.148,122.872,0.181,125.566,0.203,122.663,0.209,29.4,0.037,3.656,1.62,40.7,-11.795,0.368,0.042,3.606,46.8,0.019,0.02,0.021,0.021,0.021,-12.76,0.384,0.027,2.716,1.54,8.2E-5,3.7E-5,0.031367946,0.020585215,117.86525,0.202,0.0
43.7,0.023,0.025,0.028,0.028,0.028,-6.552,0.251,128.869,0.22,128.727,0.209,128.136,0.196,119.464,0.204,29.6,0.031,3.122,1.62,40.9,-11.339,0.277,0.045,3.814,48.2,0.016,0.018,0.02,0.02,0.02,-11.691,0.21,0.015,1.558,1.63,6.9E-5,3.3E-5,0.024884995,0.017774995,94.36176,0.123,0.0
43.7,0.026,0.029,0.031,0.031,0.031,-5.947,0.156,117.065,0.156,115.789,0.134,107.888,0.141,112.658,0.131,27.9,0.031,3.15,1.67,39.3,-11.964,0.503,0.053,4.358,46.8,0.019,0.022,0.023,0.023,0.023,-11.612,0.075,0.03,2.932,1.65,8.3E-5,4.9E-5,0.027551243,0.020441245,88.98587,0.185,0.0
43.1,0.026,0.029,0.031,0.031,0.031,-6.11,0.169,122.063,0.181,131.164,0.194,136.571,0.201,136.514,0.223,29.3,0.021,2.12,1.63,41.4,-10.658,0.433,0.045,3.907,45.1,0.022,0.023,0.024,0.024,0.024,-12.018,0.22,0.023,2.252,1.55,8.6E-5,5.4E-5,0.018133394,0.014038757,46.710236,0.082,0.0
44.7,0.026,0.03,0.033,0.033,0.033,-5.548,0.282,136.133,0.204,137.894,0.215,129.869,0.169,127.775,0.177,31.2,0.023,2.384,1.76,41.4,-10.312,0.313,0.043,3.667,47.1,0.02,0.022,0.024,0.024,0.024,-10.927,0.503,0.036,3.57,1.73,9.9E-5,5.5E-5,0.01930329,0.014038757,43.72006,0.082,0.0
43.1,0.034,0.038,0.039,0.04,0.04,-5.48,0.195,124.1,0.152,126.318,0.165,123.605,0.146,125.1,0.213,28.2,0.05,4.932,1.69,39.7,-10.51,0.205,0.037,3.118,47.5,0.019,0.02,0.021,0.021,0.021,-10.045,0.136,0.023,2.338,1.66,1.75E-4,4.2E-5,0.038274586,0.020094158,114.540306,0.237,0.0
43.7,0.032,0.036,0.039,0.039,0.04,-5.313,0.256,125.947,0.151,126.413,0.18,122.663,0.18,123.424,0.17,27.8,0.041,4.003,1.71,39.7,-9.707,0.559,0.042,3.512,45.5,0.021,0.023,0.024,0.024,0.024,-10.142,0.126,0.03,2.926,1.67,1.5E-4,6.4E-5,0.038274586,0.022964753,113.00578,0.143,0.0
44.1,0.026,0.029,0.032,0.032,0.032,-4.8,0.187,127.546,0.194,131.316,0.205,136.676,0.235,133.039,0.203,30.5,0.037,3.732,1.71,41.7,-8.901,0.192,0.04,3.469,45.1,0.022,0.023,0.024,0.024,0.024,-10.269,0.352,0.037,3.587,1.6,1.02E-4,5.8E-5,0.029728193,0.022296144,114.819595,0.184,0.0
42.4,0.029,0.032,0.034,0.034,0.034,-4.947,0.236,135.4,0.23,130.697,0.164,122.834,0.178,113.029,0.147,26.5,0.025,2.453,1.65,38.8,-9.252,0.27,0.081,6.561,47.0,0.018,0.02,0.022,0.022,0.022,-8.861,0.299,0.02,1.981,1.64,1.06E-4,4.2E-5,0.031586204,0.020438131,97.54992,0.088,0.0
43.8,0.025,0.028,0.031,0.032,0.032,-4.37,0.145,111.886,0.126,117.989,0.172,125.604,0.17,135.705,0.203,27.8,0.04,4.042,1.8,39.2,-8.248,0.359,0.085,7.015,44.8,0.023,0.024,0.026,0.026,0.026,-9.06,0.357,0.041,3.938,1.59,1.01E-4,6.3E-5,0.029728193,0.024154156,117.12049,0.223,0.0
43.4,0.027,0.032,0.034,0.035,0.035,-4.243,0.208,135.819,0.197,136.552,0.182,140.293,0.225,139.817,0.205,29.8,0.047,4.595,1.78,41.1,-7.775,0.305,0.034,2.894,44.6,0.023,0.025,0.027,0.027,0.027,-9.04,0.5,0.045,4.273,1.62,1.09E-4,7.0E-5,0.019750716,0.015236268,44.523533,0.248,0.0
42.7,0.031,0.035,0.037,0.037,0.037,-4.241,0.33,135.657,0.219,136.266,0.213,129.184,0.187,124.614,0.154,27.0,0.048,4.757,1.75,39.4,-7.871,0.347,0.059,4.865,47.1,0.019,0.021,0.022,0.022,0.022,-7.491,0.222,0.017,1.695,1.76,1.38E-4,5.6E-5,0.02087933,0.012414737,39.682266,0.262,0.0
42.8,0.041,0.048,0.05,0.05,0.051,-3.643,0.14,121.406,0.164,117.189,0.143,117.731,0.141,123.196,0.194,26.0,0.057,5.495,1.87,37.7,-7.726,0.512,0.067,5.309,45.0,0.023,0.027,0.028,0.028,0.028,-7.559,0.332,0.044,4.227,1.71,2.46E-4,7.9E-5,0.047147583,0.025884949,105.287094,0.237,0.0
40.5,0.048,0.059,0.062,0.063,0.063,-3.592,0.241,124.719,0.15,127.603,0.251,136.2,0.213,138.427,0.21,26.1,0.048,4.461,1.89,40.1,-6.537,0.238,0.06,4.993,44.0,0.026,0.028,0.029,0.029,0.029,-7.857,0.267,0.035,3.3,1.61,3.77E-4,7.7E-5,0.058241133,0.02680941,118.30398,0.168,0.0
